Session,Treatment,Iteration,Time (Recording),Time (Session),no step,S1,S2,S3,S4,S5,S6,S7
H03T2,Hypothesis,1,0:28:23,0:00:30,,,0:00:30,,,,,
H03T2,Hypothesis,1,0:28:53,0:01:00,,,0:00:15,,,,,
H03T2,Hypothesis,1,0:29:08,0:01:15,,,,0:00:11,,,,
H03T2,Hypothesis,1,0:29:19,0:01:26,,,,,0:00:04,,,
H03T2,Hypothesis,1,0:29:23,0:01:30,,,,,0:00:17,,,
H03T2,Hypothesis,1,0:29:40,0:01:47,,,,,,0:00:03,,
H03T2,Hypothesis,1,0:29:43,0:01:50,,,,,,,0:00:04,
H03T2,Hypothesis,2,0:29:47,0:01:54,,,0:00:06,,,,,
H03T2,Hypothesis,2,0:29:53,0:02:00,,,0:00:30,,,,,
H03T2,Hypothesis,2,0:30:23,0:02:30,,,0:00:30,,,,,
H03T2,Hypothesis,2,0:30:53,0:03:00,,,0:00:10,,,,,
H03T2,Hypothesis,2,0:31:03,0:03:10,,,,0:00:12,,,,
H03T2,Hypothesis,2,0:31:15,0:03:22,,,,,0:00:08,,,
H03T2,Hypothesis,2,0:31:23,0:03:30,,,,,0:00:25,,,
H03T2,Hypothesis,2,0:31:48,0:03:55,,,,,,0:00:02,,
H03T2,Hypothesis,2,0:31:50,0:03:57,,,,,,,0:00:03,
H03T2,Hypothesis,3,0:31:53,0:04:00,,,,0:00:22,,,,
H03T2,Hypothesis,3,0:32:15,0:04:22,,,,,0:00:08,,,
H03T2,Hypothesis,3,0:32:23,0:04:30,,,,,0:00:18,,,
H03T2,Hypothesis,3,0:32:41,0:04:48,,,,,,0:00:02,,
H03T2,Hypothesis,3,0:32:43,0:04:50,,,,,,,0:00:10,
H03T2,Hypothesis,3,0:32:53,0:05:00,,,,,0:00:08,,,
H03T2,Hypothesis,3,0:33:01,0:05:08,,,,,,0:00:02,,
H03T2,Hypothesis,3,0:33:03,0:05:10,,,,,,,0:00:10,
H03T2,Hypothesis,3,0:33:13,0:05:20,,,,,0:00:10,,,
H03T2,Hypothesis,3,0:33:23,0:05:30,,,,,0:00:03,,,
H03T2,Hypothesis,3,0:33:26,0:05:33,,,,,,0:00:01,,
H03T2,Hypothesis,3,0:33:27,0:05:34,,,,,,,0:00:15,
H03T2,Hypothesis,3,0:33:42,0:05:49,,,,,,,,0:00:11
H03T2,Hypothesis,3,0:33:53,0:06:00,,,,,0:00:30,,,
H03T2,Hypothesis,3,0:34:23,0:06:30,,,,,0:00:30,,,
H03T2,Hypothesis,4,0:34:53,0:07:00,,,,0:00:21,,,,
H03T2,Hypothesis,4,0:35:14,0:07:21,,,,,0:00:09,,,
H03T2,Hypothesis,4,0:35:23,0:07:30,,,,,0:00:30,,,
H03T2,Hypothesis,4,0:35:53,0:08:00,,,,,0:00:30,,,
H03T2,Hypothesis,4,0:36:23,0:08:30,,,,,0:00:30,,,
H03T2,Hypothesis,4,0:36:53,0:09:00,,,,,0:00:06,,,
H03T2,Hypothesis,5,0:36:59,0:09:06,,,,0:00:14,,,,
H03T2,Hypothesis,5,0:37:13,0:09:20,,,,,0:00:10,,,
H03T2,Hypothesis,5,0:37:23,0:09:30,,,,,0:00:30,,,
H03T2,Hypothesis,5,0:37:53,0:10:00,,,,,0:00:14,,,
H03T2,Hypothesis,5,0:38:07,0:10:14,,,,,,0:00:02,,
H03T2,Hypothesis,5,0:38:09,0:10:16,,,,,,,0:00:03,
H03T2,Hypothesis,5,0:38:12,0:10:19,,,,,0:00:06,,,
H03T2,Hypothesis,5,0:38:18,0:10:25,,,,,,0:00:03,,
H03T2,Hypothesis,5,0:38:21,0:10:28,,,,,,,0:00:02,
H03T2,Hypothesis,5,0:38:23,0:10:30,,,,,,,0:00:02,
H03T2,Hypothesis,5,0:38:25,0:10:32,,,,,0:00:10,,,
H03T2,Hypothesis,5,0:38:35,0:10:42,,,,,,0:00:04,,
H03T2,Hypothesis,5,0:38:39,0:10:46,,,,,,,0:00:14,
H03T2,Hypothesis,5,0:38:53,0:11:00,,,,,,,,0:00:15
H03T2,Hypothesis,5,0:39:08,0:11:15,,,,,0:00:15,,,
H03T2,Hypothesis,5,0:39:23,0:11:30,,,,,0:00:30,,,
H03T2,Hypothesis,5,0:39:53,0:12:00,,,,,0:00:30,,,
H03T2,Hypothesis,6,0:40:23,0:12:30,,,0:00:30,,,,,
H04T1,Hypothesis,1,0:16:03,0:00:00,,,0:00:30,,,,,
H04T1,Hypothesis,1,0:16:33,0:00:30,,,0:00:30,,,,,
H04T1,Hypothesis,1,0:17:03,0:01:00,,,,,,,0:00:12,
H04T1,Hypothesis,1,0:17:15,0:01:12,,,,,0:00:18,,,
H04T1,Hypothesis,1,0:17:33,0:01:30,,,,,0:00:30,,,
H04T1,Hypothesis,1,0:18:03,0:02:00,,,,,0:00:21,,,
H04T1,Hypothesis,1,0:18:24,0:02:21,,,,,,0:00:01,,
H04T1,Hypothesis,1,0:18:25,0:02:22,,,,,,,0:00:08,
H04T1,Hypothesis,1,0:18:33,0:02:30,,,,,0:00:09,,,
H04T1,Hypothesis,1,0:18:42,0:02:39,,,,,,0:00:01,,
H04T1,Hypothesis,1,0:18:43,0:02:40,,,,,,,0:00:20,
H04T1,Hypothesis,1,0:19:03,0:03:00,,,,,0:00:30,,,
H04T1,Hypothesis,1,0:19:33,0:03:30,,,,,0:00:12,,,
H04T1,Hypothesis,1,0:19:45,0:03:42,,,,,,0:00:01,,
H04T1,Hypothesis,1,0:19:46,0:03:43,,,,,,,0:00:02,
H04T1,Hypothesis,1,0:19:48,0:03:45,,,,,0:00:13,,,
H04T1,Hypothesis,1,0:20:01,0:03:58,,,,,,0:00:01,,
H04T1,Hypothesis,1,0:20:02,0:03:59,,,,,,,0:00:01,
H04T1,Hypothesis,1,0:20:03,0:04:00,,,,,0:00:16,,,
H04T1,Hypothesis,2,0:20:19,0:04:16,,,0:00:14,,,,,
H04T1,Hypothesis,2,0:20:33,0:04:30,,,,0:00:09,,,,
H04T1,Hypothesis,2,0:20:42,0:04:39,,,,,0:00:21,,,
H04T1,Hypothesis,2,0:21:03,0:05:00,,,,0:00:14,,,,
H04T1,Hypothesis,2,0:21:17,0:05:14,,,,,0:00:16,,,
H04T1,Hypothesis,2,0:21:33,0:05:30,,,,,0:00:29,,,
H04T1,Hypothesis,2,0:22:02,0:05:59,,,,,,0:00:01,,
H04T1,Hypothesis,2,0:22:03,0:06:00,,,,,,,,0:00:07
H04T1,Hypothesis,2,0:22:10,0:06:07,,,,,0:00:23,,,
H04T1,Hypothesis,2,0:22:33,0:06:30,,,,,0:00:09,,,
H04T1,Hypothesis,2,0:22:42,0:06:39,,,,,,0:00:02,,
H04T1,Hypothesis,2,0:22:44,0:06:41,,,,,,,0:00:06,
H04T1,Hypothesis,2,0:22:50,0:06:47,,,,,,,,0:00:04
H04T1,Hypothesis,2,0:22:54,0:06:51,,,,,0:00:04,,,
H04T1,Hypothesis,2,0:22:58,0:06:55,,,,,,0:00:05,,
H04T1,Hypothesis,2,0:23:03,0:07:00,,,,,,,0:00:03,
H04T1,Hypothesis,2,0:23:06,0:07:03,,,,,0:00:02,,,
H04T1,Hypothesis,2,0:23:08,0:07:05,,,,,,0:00:02,,
H04T1,Hypothesis,2,0:23:10,0:07:07,,,,,,,,0:00:09
H04T1,Hypothesis,2,0:23:19,0:07:16,,,,,,0:00:02,,
H04T1,Hypothesis,2,0:23:21,0:07:18,,,,,,,,0:00:12
H04T1,Hypothesis,2,0:23:33,0:07:30,,,,,,,,0:00:30
H04T1,Hypothesis,2,0:24:03,0:08:00,,,,,,,,0:00:30
H04T1,Hypothesis,3,0:24:33,0:08:30,,,0:00:15,,,,,
H04T1,Hypothesis,3,0:24:48,0:08:45,,,,0:00:01,,,,
H04T1,Hypothesis,3,0:24:49,0:08:46,,,,,0:00:04,,,
H04T1,Hypothesis,3,0:24:53,0:08:50,,,,,,0:00:02,,
H04T1,Hypothesis,3,0:24:55,0:08:52,,,,,,,0:00:08,
H04T1,Hypothesis,3,0:25:03,0:09:00,,,,,,,,0:00:30
H04T1,Hypothesis,3,0:25:33,0:09:30,,,,,,0:00:30,,
H04T1,Hypothesis,3,0:26:03,0:10:00,,,,,0:00:15,,,
H04T1,Hypothesis,3,0:26:18,0:10:15,,,,,,0:00:15,,
H04T1,Hypothesis,3,0:26:33,0:10:30,,,,,,,,0:00:30
H04T1,Hypothesis,3,0:27:03,0:11:00,,,,,,,0:00:30,
H04T2,Hypothesis,1,0:31:30,0:00:00,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:32:00,0:00:30,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:32:30,0:01:00,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:33:00,0:01:30,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:33:30,0:02:00,,,0:00:25,,,,,
H04T2,Hypothesis,1,0:33:55,0:02:25,,,,,,,,0:00:05
H04T2,Hypothesis,1,0:34:00,0:02:30,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:34:30,0:03:00,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:35:00,0:03:30,,,0:00:13,,,,,
H04T2,Hypothesis,1,0:35:13,0:03:43,,,,,0:00:17,,,
H04T2,Hypothesis,1,0:35:30,0:04:00,,,0:00:30,,,,,
H04T2,Hypothesis,1,0:36:00,0:04:30,,,,,0:00:29,,,
H04T2,Hypothesis,1,0:36:29,0:04:59,,,,,,0:00:01,,
H04T2,Hypothesis,1,0:36:30,0:05:00,,,,,,,0:00:04,
H04T2,Hypothesis,1,0:36:34,0:05:04,,,,,,0:00:04,,
H04T2,Hypothesis,1,0:36:38,0:05:08,,,,,,,0:00:02,
H04T2,Hypothesis,1,0:36:40,0:05:10,,,,,0:00:04,,,
H04T2,Hypothesis,1,0:36:44,0:05:14,,,,,,0:00:04,,
H04T2,Hypothesis,1,0:36:48,0:05:18,,,,,,,,0:00:12
H04T2,Hypothesis,1,0:37:00,0:05:30,,,,,0:00:15,,,
H04T2,Hypothesis,1,0:37:15,0:05:45,,,,,,,0:00:10,
H04T2,Hypothesis,1,0:37:25,0:05:55,,,,,0:00:05,,,
H04T2,Hypothesis,1,0:37:30,0:06:00,,,,,0:00:10,,,
H04T2,Hypothesis,1,0:37:40,0:06:10,,,,,,0:00:04,,
H04T2,Hypothesis,1,0:37:44,0:06:14,,,,,0:00:16,,,
H04T2,Hypothesis,1,0:38:00,0:06:30,,,,,0:00:30,,,
H04T2,Hypothesis,1,0:38:30,0:07:00,,,,,0:00:30,,,
H04T2,Hypothesis,1,0:39:00,0:07:30,,,,,0:00:30,,,
H04T2,Hypothesis,1,0:39:30,0:08:00,,,,,0:00:22,,,
H04T2,Hypothesis,1,0:39:52,0:08:22,,,,,,0:00:02,,
H04T2,Hypothesis,1,0:39:54,0:08:24,,,,,,,0:00:06,
H04T2,Hypothesis,1,0:40:00,0:08:30,,,,,0:00:14,,,
H04T2,Hypothesis,1,0:40:14,0:08:44,,,,,,0:00:02,,
H04T2,Hypothesis,1,0:40:16,0:08:46,,,,,,,0:00:07,
H04T2,Hypothesis,1,0:40:23,0:08:53,,,,,0:00:07,,,
H04T2,Hypothesis,1,0:40:30,0:09:00,,,,,0:00:30,,,
H04T2,Hypothesis,1,0:41:00,0:09:30,,,,,,0:00:05,,
H04T2,Hypothesis,1,0:41:05,0:09:35,,,,,,,0:00:06,
H04T2,Hypothesis,1,0:41:11,0:09:41,,,,,0:00:04,,,
H04T2,Hypothesis,1,0:41:15,0:09:45,,,,,,0:00:04,,
H04T2,Hypothesis,1,0:41:19,0:09:49,,,,,,,0:00:06,
H04T2,Hypothesis,1,0:41:25,0:09:55,,,,,0:00:05,,,
H04T2,Hypothesis,1,0:41:30,0:10:00,,,,,0:00:30,,,
H04T2,Hypothesis,1,0:42:00,0:10:30,,,,,0:00:04,,,
H04T2,Hypothesis,1,0:42:04,0:10:34,,,,,,0:00:03,,
H04T2,Hypothesis,1,0:42:07,0:10:37,,,,,,,0:00:02,
H04T2,Hypothesis,1,0:42:09,0:10:39,,,,,,,,0:00:04
H04T2,Hypothesis,1,0:42:13,0:10:43,,,,,,0:00:03,,
H04T2,Hypothesis,1,0:42:16,0:10:46,,,,,,,0:00:03,
H04T2,Hypothesis,1,0:42:19,0:10:49,,,,,0:00:11,,,
H04T2,Hypothesis,1,0:42:30,0:11:00,,,,,,0:00:05,,
H04T2,Hypothesis,1,0:42:35,0:11:05,,,,,,,0:00:01,
H04T2,Hypothesis,2,0:42:36,0:11:06,,,0:00:24,,,,,
H04T2,Hypothesis,2,0:43:00,0:11:30,,,0:00:30,,,,,
H04T2,Hypothesis,2,0:43:30,0:12:00,,,0:00:30,,,,,
H04T2,Hypothesis,2,0:44:00,0:12:30,,,0:00:18,,,,,
H04T2,Hypothesis,2,0:44:18,0:12:48,,,,,0:00:12,,,
H04T2,Hypothesis,2,0:44:30,0:13:00,,,,,0:00:18,,,
H04T2,Hypothesis,2,0:44:48,0:13:18,,,,,,0:00:01,,
H04T2,Hypothesis,2,0:44:49,0:13:19,,,,,,,0:00:11,
H04T2,Hypothesis,2,0:45:00,0:13:30,,,,,0:00:14,,,
H04T2,Hypothesis,3,0:45:14,0:13:44,,,,0:00:16,,,,
H04T2,Hypothesis,3,0:45:30,0:14:00,,,,,0:00:24,,,
H04T2,Hypothesis,3,0:45:54,0:14:24,,,,,,0:00:06,,
H04T2,Hypothesis,3,0:46:00,0:14:30,,,,,,,,0:00:10
H04T2,Hypothesis,3,0:46:10,0:14:40,,,,,0:00:06,,,
H04T2,Hypothesis,3,0:46:16,0:14:46,,,,,,0:00:05,,
H04T2,Hypothesis,3,0:46:21,0:14:51,,,,,,,,0:00:09
H04T2,Hypothesis,3,0:46:30,0:15:00,,,,,0:00:10,,,
H04T2,Hypothesis,3,0:46:40,0:15:10,,,,,,0:00:20,,
H04T2,Hypothesis,3,0:47:00,0:15:30,,,,,0:00:30,,,
H04T2,Hypothesis,3,0:47:30,0:16:00,,,,,,0:00:19,,
H04T2,Hypothesis,3,0:47:49,0:16:19,,,,,,,0:00:09,
H04T2,Hypothesis,3,0:47:58,0:16:28,,,,,0:00:02,,,
H04T2,Hypothesis,3,0:48:00,0:16:30,,,,,0:00:06,,,
H04T2,Hypothesis,3,0:48:06,0:16:36,,,,,,0:00:01,,
H04T2,Hypothesis,3,0:48:07,0:16:37,,,,,,,,0:00:03
H04T2,Hypothesis,3,0:48:10,0:16:40,,,,,0:00:02,,,
H04T2,Hypothesis,3,0:48:12,0:16:42,,,,,,0:00:03,,
H04T2,Hypothesis,3,0:48:15,0:16:45,,,,,,,0:00:11,
H04T2,Hypothesis,3,0:48:26,0:16:56,,,,,,0:00:04,,
H04T2,Hypothesis,3,0:48:30,0:17:00,,,,,,,0:00:30,
H05T1,Hypothesis,1,0:10:28,0:00:00,,,0:00:30,,,,,
H05T1,Hypothesis,1,0:10:58,0:00:30,,,0:00:26,,,,,
H05T1,Hypothesis,1,0:11:24,0:00:56,,,,,0:00:04,,,
H05T1,Hypothesis,1,0:11:28,0:01:00,,,,,0:00:30,,,
H05T1,Hypothesis,1,0:11:58,0:01:30,,,,,0:00:30,,,
H05T1,Hypothesis,1,0:12:28,0:02:00,,,,,0:00:30,,,
H05T1,Hypothesis,1,0:12:58,0:02:30,,,,,0:00:21,,,
H05T1,Hypothesis,1,0:13:19,0:02:51,,,,,,0:00:02,,
H05T1,Hypothesis,1,0:13:21,0:02:53,,,,,,,0:00:07,
H05T1,Hypothesis,1,0:13:28,0:03:00,,,,,0:00:15,,,
H05T1,Hypothesis,1,0:13:43,0:03:15,,,,,,0:00:02,,
H05T1,Hypothesis,1,0:13:45,0:03:17,,,,,,,0:00:06,
H05T1,Hypothesis,2,0:13:51,0:03:23,,,0:00:07,,,,,
H05T1,Hypothesis,2,0:13:58,0:03:30,,,0:00:12,,,,,
H05T1,Hypothesis,2,0:14:10,0:03:42,,,,,,0:00:02,,
H05T1,Hypothesis,2,0:14:12,0:03:44,,,,,,,0:00:03,
H05T1,Hypothesis,2,0:14:15,0:03:47,,,0:00:13,,,,,
H05T1,Hypothesis,2,0:14:28,0:04:00,,,0:00:30,,,,,
H05T1,Hypothesis,2,0:14:58,0:04:30,,,0:00:30,,,,,
H05T1,Hypothesis,2,0:15:28,0:05:00,,,,,0:00:30,,,
H05T1,Hypothesis,2,0:15:58,0:05:30,,,,,0:00:30,,,
H05T1,Hypothesis,2,0:16:28,0:06:00,,,,,0:00:02,,,
H05T1,Hypothesis,2,0:16:30,0:06:02,,,,,,0:00:03,,
H05T1,Hypothesis,3,0:16:33,0:06:05,,,0:00:25,,,,,
H05T2,Hypothesis,1,0:19:44,0:00:00,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:20:14,0:00:30,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:20:44,0:01:00,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:21:14,0:01:30,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:21:44,0:02:00,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:22:14,0:02:30,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:22:44,0:03:00,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:23:14,0:03:30,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:23:44,0:04:00,,,0:00:30,,,,,
H05T2,Hypothesis,1,0:24:14,0:04:30,,,,,0:00:26,,,
H05T2,Hypothesis,1,0:24:40,0:04:56,,,,,,0:00:04,,
H05T2,Hypothesis,1,0:24:44,0:05:00,,,,,,,,0:00:30
H05T2,Hypothesis,2,0:25:14,0:05:30,,,0:00:30,,,,,
H05T2,Hypothesis,2,0:25:44,0:06:00,,,0:00:24,,,,,
H05T2,Hypothesis,2,0:26:08,0:06:24,,,,,0:00:06,,,
H05T2,Hypothesis,2,0:26:14,0:06:30,,,,,,0:00:04,,
H05T2,Hypothesis,2,0:26:18,0:06:34,,,,,,,0:00:14,
H05T2,Hypothesis,2,0:26:32,0:06:48,,,,,0:00:06,,,
H05T2,Hypothesis,2,0:26:38,0:06:54,,,,,,0:00:02,,
H05T2,Hypothesis,2,0:26:40,0:06:56,,,,,,,,0:00:04
H05T2,Hypothesis,2,0:26:44,0:07:00,,,,,0:00:20,,,
H05T2,Hypothesis,3,0:27:04,0:07:20,,,0:00:10,,,,,
H05T2,Hypothesis,3,0:27:14,0:07:30,,,0:00:30,,,,,
H05T2,Hypothesis,3,0:27:44,0:08:00,,,0:00:30,,,,,
H05T2,Hypothesis,3,0:28:14,0:08:30,,,0:00:20,,,,,
H05T2,Hypothesis,3,0:28:34,0:08:50,,,,,0:00:10,,,
H05T2,Hypothesis,3,0:28:44,0:09:00,,,,,0:00:30,,,
H05T2,Hypothesis,3,0:29:14,0:09:30,,,,,,0:00:03,,
H05T2,Hypothesis,3,0:29:17,0:09:33,,,,,,,,0:00:09
H05T2,Hypothesis,3,0:29:26,0:09:42,,,,,0:00:02,,,
H05T2,Hypothesis,3,0:29:28,0:09:44,,,,,,0:00:05,,
H05T2,Hypothesis,3,0:29:33,0:09:49,,,,,,,0:00:11,
